-0.915419161,-0.165350788
-0.890508968,-0.102128428
-0.857295378,-0.102128428
-0.824081788,-0.149545198
-0.873902173,-0.196961968
-0.923722558,-0.165350788
-1.064880316,-0.291795508
-1.023363328,-0.165350788
-0.981846341,-0.054711658
-0.956936148,0.024316292
-0.915419161,0.119149832
-0.882205571,0.182372192
-0.807474993,0.261400142
-0.757654608,0.340428092
-0.674620633,0.466872812
-0.58328326,0.545900763
-0.51685608,0.609123123
-0.400608515,0.703956663
-0.334181335,0.814595793
-0.267754154,1.162318773
-0.201326974,1.462624983
-0.151506589,1.762931193
-0.143203192,1.889375913
-0.118292999,2.110654173
-0.101686204,1.968403863
-0.093382807,1.747125603
-0.093382807,1.541652933
-0.085079409,1.304569083
-0.093382807,1.114902003
-0.076776012,0.909429333
-0.076776012,0.719762253
-0.043562422,0.561706353
-0.035259024,0.482678402
0.047774951,0.403650452
0.114202131,0.340428092
0.164022516,0.277205732
0.222146299,0.213983372
0.296876877,0.103344242
0.363304057,-0.007294888
0.446338032,-0.086322838
0.504461814,-0.054711658
0.570888995,0.040121882
0.604102585,0.182372192
0.670529765,0.387844862
0.728653547,0.624928713
0.81999092,0.672345483
0.903024895,0.767179023
0.8864181,0.624928713
0.869811305,0.466872812
0.861507908,0.261400142
0.836597715,0.103344242
0.844901112,-0.133739608
0.844901112,-0.307601098
0.844901112,-0.528879358
0.878114703,-0.734352028
0.927935088,-0.892407928
0.98605887,-1.003047058
1.035879255,-1.129491778
1.044182653,-1.208519728
0.969452075,-1.145297368
0.8864181,-1.050463828
0.795080727,-0.971435878
0.68713656,-0.924019108
0.595799187,-0.829185568
0.537675404,-0.750157618
0.471248224,-0.639518488
0.413124442,-0.576296128
0.288573479,-0.528879358
0.188932709,-0.465656998
0.089291939,-0.465656998
-0.035259024,-0.497268178
-0.085079409,-0.497268178
-0.002045434,-0.576296128
0.097595336,-0.655324078
0.172325914,-0.686935258
0.263663286,-0.734352028
0.213842901,-0.734352028
0.039471554,-0.734352028
-0.151506589,-0.734352028
-0.267754154,-0.718546438
-0.400608515,-0.671129668
-0.467035695,-0.607907308
-0.558373067,-0.528879358
-0.599890055,-0.513073768
-0.774261403,-0.465656998
-0.890508968,-0.481462588
-0.981846341,-0.434045818
-1.039970123,-0.370823458
-1.056576918,-0.291795508
-0.05048192,-0.758060413
0.099671186,-0.758060413
